70, 60209
944828069, j
944829206, j
944829769, j
944830222, j
944838830,  
944841947, j
944842886, j
944843214, j
944845510,  
944850110, j
944851182,  
944852104, j
944852405, j
944853606, j
944853910, j
944854246, j
944854807, j
944855310, j
944855662, j
944855982, j
944856166, j
944856326, j
944856462, j
944856625, j
944857062, j
944857630, j
944859070, j
944859806,  
944861558,  
944862918,  
944863894, j
944864806,  
944867934, j
944868550, j
944868702, j
944868836, j
944868968, j
944869118, j
944869821, j
944869986, j
944870136, j
944870278, j
944870422, j
944870569, j
944870702, j
944870853, j
944870986, j
944871121, j
944871255, j
944871390, j
944871536, j
944871672, j
944871820, j
944871971, j
944872120, j
944872255, j
944872405, j
944872539, j
944872678, j
944873174, j
944873782, j
944874006, j
944874662, j
944876750,  
944880329,  
944883150,  
944883686,  
944884783,  
944885399, j
944888278,  
